Ticket_ID,Camera_ID,Store_Location,Store_City,Store_State,Site_Name,Zone,Banner,Region,Market,Manufacturer,Model,Serial_Number,Failure_Reason,Ticket_Created_Date,Priority,Resolution_Date,Replacement_Purchased,Replacement_Cost,Warranty_Status_At_Failure,Days_Until_Warranty_Expiration,Recommended_Action,Potential_Recovery_Value
TKT-001071,CAM24286,5731,LOCUST GROVE,VA,"LOCUST GROVE, VA #5731",Restrooms Area,Supercenter,75,291,Bosch,FLEXIDOME IP 5000i,BOS173682091,Audio Failure,2024-11-27,Medium,2024-12-06,No,0,Active,945,Check RMA Eligibility,-150
TKT-001077,CAM30553,10020,Fairfax,VA,"Fairfax, VA #10020",Cash Registers,Supercenter,75,288,Bosch,DINION IP 7000 HD,BOS898058065,PTZ Motor Failure,2026-03-07,Medium,2026-04-01,No,0,Expiring Soon,43,Escalate Before Warranty Expires,-150
TKT-001080,CAM20485,4191,RICHMOND,VA,"RICHMOND, VA #4191",Customer Service,Supercenter,75,287,Axis,M3116-LVE,AXI454562720,Cable Damage,2026-03-31,Critical,2026-04-14,No,0,Expiring Soon,3,Escalate Before Warranty Expires,-150
TKT-001081,CAM127842,10409,Parkville,MD,"Parkville, MD #10409",Receiving Area,Supercenter,75,282,Bosch,AUTODOME IP 5000i,BOS332795983,Power Failure,2025-02-28,High,2025-03-10,No,0,Active,205,Check RMA Eligibility,-150
TKT-001085,CAM88115,10250,Pulaski,VA,"Pulaski, VA #10250",Automotive Section,Supercenter,75,281,Bosch,DINION IP 7000 HD,BOS315793502,Zoom Malfunction,2025-09-05,Critical,2025-09-26,No,0,Active,1359,Check RMA Eligibility,-150
TKT-001087,CAM211640,10744,Gaithersburg,MD,"Gaithersburg, MD #10744",Garden Center,Supercenter,75,508,Bosch,MIC IP fusion 9000i,BOS374046180,Mounting Bracket Broken,2025-07-06,Low,2025-07-14,No,0,Active,626,Check RMA Eligibility,-150
TKT-001090,CAM57202,10126,Arbutus,MD,"Arbutus, MD #10126",Deli,Supercenter,75,288,Axis,P1448-LE,AXI248367747,Firmware Corruption,2026-02-03,High,2026-03-03,Yes,2500,Active,1359,Submit Warranty Claim,2350
TKT-001093,CAM40083,10058,Abingdon,VA,"Abingdon, VA #10058",Jewelry Counter,Supercenter,75,314,Hanwha,XNV-8080R,HAN620497971,Physical Damage,2025-04-23,High,2025-04-30,Yes,2500,Active,949,Submit Warranty Claim,2350
TKT-001094,CAM94238,10274,Rockville,MD,"Rockville, MD #10274",Customer Service,Supercenter,75,290,Bosch,FLEXIDOME IP 5000i,BOS371560316,Moisture Ingress,2025-08-17,High,2025-08-23,No,0,Active,1268,Check RMA Eligibility,-150
TKT-001095,CAM52925,10109,Virginia Beach,VA,"Virginia Beach, VA #10109",Garden Center,Supercenter,75,315,Axis,M3067-P,AXI933989584,Lightning Strike,2025-05-07,High,2025-06-05,No,0,Active,1210,Check RMA Eligibility,-150
TKT-001100,CAM157823,10529,Potomac,MD,"Potomac, MD #10529",Restrooms Area,Supercenter,75,289,Hanwha,PNV-A9081R,HAN887426292,Image Quality Degraded,2025-08-17,Critical,2025-08-24,No,0,Active,1168,Check RMA Eligibility,-150
TKT-001113,CAM203888,10713,Fairfax,VA,"Fairfax, VA #10713",Loading Dock,Supercenter,75,288,Axis,P3265-LVE,AXI793347520,Lightning Strike,2025-10-19,Low,2025-11-04,No,0,Active,348,Check RMA Eligibility,-150
TKT-001114,CAM5324,1730,TAPPAHANNOCK,VA,"TAPPAHANNOCK, VA #1730",Pharmacy,Supercenter,75,287,Bosch,AUTODOME IP 5000i,BOS684204407,Power Failure,2025-10-12,Critical,2025-10-20,Yes,2500,Active,717,Submit Warranty Claim,2350
TKT-001115,CAM111146,10342,Towson,MD,"Towson, MD #10342",Stockroom,Supercenter,75,290,Bosch,FLEXIDOME IP 5000i,BOS609411479,Video Artifacts,2025-10-29,Low,2025-10-30,No,0,Active,560,Check RMA Eligibility,-150
TKT-001116,CAM25685,10000,Virginia Beach,VA,"Virginia Beach, VA #10000",Electronics Department,Supercenter,75,282,Hanwha,PNM-C16083RVQ,HAN757948441,Zoom Malfunction,2025-03-05,High,2025-03-12,No,0,Active,953,Check RMA Eligibility,-150
TKT-001126,CAM130985,10421,Covington,VA,"Covington, VA #10421",Customer Service,Supercenter,75,289,Axis,Q6075-E,AXI352475403,Focus Issue,2025-10-02,Low,2025-10-12,Yes,2500,Active,677,Submit Warranty Claim,2350
TKT-001130,CAM105321,10319,Woodbridge,VA,"Woodbridge, VA #10319",Pharmacy,Supercenter,75,314,Hanwha,XNV-8080R,HAN915356354,Video Artifacts,2024-12-26,High,2025-01-22,Yes,2500,Active,835,Submit Warranty Claim,2350
TKT-001134,CAM135643,10440,Herndon,VA,"Herndon, VA #10440",Office Area,Supercenter,75,287,Hanwha,XNV-8080R,HAN881262152,Image Quality Degraded,2025-05-09,Medium,2025-06-03,No,0,Active,618,Check RMA Eligibility,-150
TKT-001136,CAM209288,10735,Oxon Hill,MD,"Oxon Hill, MD #10735",Customer Service,Supercenter,75,291,Hanwha,PNM-9085RQZ,HAN101106010,No Video Signal,2025-07-13,Critical,2025-08-11,Yes,2500,Active,1222,Submit Warranty Claim,2350
TKT-001142,CAM126606,10404,Poquoson,VA,"Poquoson, VA #10404",Grocery Section,Supercenter,75,314,Bosch,DINION IP 7000 HD,BOS567250325,IR LEDs Burned Out,2025-12-31,High,2026-01-01,No,0,Active,978,Check RMA Eligibility,-150
TKT-001150,CAM32348,10027,Arlington,VA,"Arlington, VA #10027",Automotive Section,Supercenter,75,287,Bosch,FLEXIDOME IP 5000i,BOS762672215,Network Connectivity Lost,2025-12-20,Medium,2026-01-05,No,0,Active,1348,Check RMA Eligibility,-150
TKT-001154,CAM209439,10735,Oxon Hill,MD,"Oxon Hill, MD #10735",Front Entrance,Supercenter,75,291,Axis,M3046-V,AXI490691868,Video Artifacts,2025-07-21,High,2025-07-30,No,0,Active,1397,Check RMA Eligibility,-150
TKT-001162,CAM116893,10365,Salem,VA,"Salem, VA #10365",Bakery,Supercenter,75,291,Hanwha,XNF-8010RV,HAN592171209,Night Vision Failure,2025-02-15,High,2025-03-12,No,0,Active,705,Check RMA Eligibility,-150
TKT-001163,CAM119365,10375,Ashland,VA,"Ashland, VA #10375",Emergency Exit West,Supercenter,75,314,Hanwha,PNM-9085RQZ,HAN791198363,Mounting Bracket Broken,2025-07-17,Medium,2025-08-07,No,0,Active,557,Check RMA Eligibility,-150
TKT-001174,CAM122959,10389,Potomac,MD,"Potomac, MD #10389",Grocery Section,Supercenter,75,508,Axis,P1448-LE,AXI204118696,PTZ Motor Failure,2025-03-04,Low,2025-03-12,No,0,Active,776,Check RMA Eligibility,-150
TKT-001214,CAM119880,10377,College Park,MD,"College Park, MD #10377",Parking Lot South,Supercenter,75,293,Hanwha,XND-6081RV,HAN827682997,PTZ Motor Failure,2025-09-22,Low,2025-10-20,No,0,Active,1053,Check RMA Eligibility,-150
TKT-001217,CAM24348,5731,LOCUST GROVE,VA,"LOCUST GROVE, VA #5731",Break Room,Supercenter,75,291,Hanwha,XNF-8010RV,HAN219182898,Video Artifacts,2024-12-25,Medium,2025-01-04,Yes,2500,Active,720,Submit Warranty Claim,2350
TKT-001220,CAM99897,10297,Severn,MD,"Severn, MD #10297",Emergency Exit West,Supercenter,75,288,Axis,P3265-LVE,AXI554398774,SD Card Failure,2025-02-10,High,2025-03-08,No,0,Active,124,Check RMA Eligibility,-150
TKT-001225,CAM207066,10726,Blacksburg,VA,"Blacksburg, VA #10726",Stockroom,Supercenter,75,282,Hanwha,XNF-8010RV,HAN853646844,Cable Damage,2025-07-15,Low,2025-07-21,No,0,Active,1290,Check RMA Eligibility,-150
TKT-001230,CAM122689,10388,Fredericksburg,VA,"Fredericksburg, VA #10388",Emergency Exit East,Supercenter,75,315,Bosch,DINION IP starlight 8000,BOS554991379,Lightning Strike,2025-11-04,Low,2025-11-08,No,0,Active,830,Check RMA Eligibility,-150
TKT-001236,CAM174974,10597,Virginia Beach,VA,"Virginia Beach, VA #10597",Pharmacy,Supercenter,75,312,Hanwha,QNO-8080R,HAN168404553,Focus Issue,2025-10-02,Critical,2025-10-28,Yes,2500,Active,1350,Submit Warranty Claim,2350
TKT-001239,CAM118617,10372,Smithfield,VA,"Smithfield, VA #10372",Front Entrance,Supercenter,75,315,Axis,P1448-LE,AXI108632969,Video Artifacts,2025-10-19,Low,2025-10-20,No,0,Active,421,Check RMA Eligibility,-150
TKT-001241,CAM118614,10372,Smithfield,VA,"Smithfield, VA #10372",Jewelry Counter,Supercenter,75,315,Hanwha,PNM-C16083RVQ,HAN232966220,Video Artifacts,2025-03-31,Critical,2025-04-21,No,0,Active,736,Check RMA Eligibility,-150
TKT-001247,CAM103860,10313,Hopewell,VA,"Hopewell, VA #10313",Sales Floor Aisle 11-20,Supercenter,75,288,Hanwha,PNM-9085RQZ,HAN653671230,Zoom Malfunction,2024-12-01,High,2024-12-07,No,0,Expiring Soon,30,Escalate Before Warranty Expires,-150
TKT-001249,CAM112638,10348,Blacksburg,VA,"Blacksburg, VA #10348",Sales Floor Aisle 1-10,Supercenter,75,288,Bosch,FLEXIDOME IP 5000i,BOS882863416,SD Card Failure,2025-03-13,High,2025-03-25,No,0,Active,1218,Check RMA Eligibility,-150
TKT-001262,CAM127473,10407,Essex,MD,"Essex, MD #10407",Front Entrance,Supercenter,75,282,Bosch,FLEXIDOME IP 5000i,BOS126265600,Power Failure,2025-06-21,Low,2025-07-21,No,0,Active,1352,Check RMA Eligibility,-150
TKT-001267,CAM84392,10235,Portsmouth,VA,"Portsmouth, VA #10235",Self-Checkout,Supercenter,75,282,Hanwha,PNM-C16083RVQ,HAN194916708,Audio Failure,2026-04-01,Low,2026-04-21,No,0,Active,737,Check RMA Eligibility,-150
TKT-001268,CAM56567,10124,Emporia,VA,"Emporia, VA #10124",Parking Lot North,Supercenter,75,290,Axis,M3067-P,AXI175276218,Focus Issue,2025-05-22,Medium,2025-06-01,No,0,Active,92,Check RMA Eligibility,-150
TKT-001269,CAM4732,1716,PRINCE FREDERICK,MD,"PRINCE FREDERICK, MD #1716",Bakery,Supercenter,75,508,Hanwha,PNM-C16083RVQ,HAN532519156,SD Card Failure,2025-10-20,Critical,2025-11-17,Yes,2500,Active,1042,Submit Warranty Claim,2350
TKT-001274,CAM112181,10346,Bowie,MD,"Bowie, MD #10346",Parking Lot North,Supercenter,75,289,Axis,Q6155-E,AXI250598870,Lens Obstruction,2026-02-04,Low,2026-02-07,No,0,Active,845,Check RMA Eligibility,-150
TKT-001278,CAM171265,10583,Potomac,MD,"Potomac, MD #10583",Parking Lot South,Supercenter,75,314,Hanwha,XND-6081RV,HAN873155018,Overheating,2025-09-05,Medium,2025-09-18,Yes,2500,Expiring Soon,22,Submit Warranty Claim,2350
TKT-001284,CAM151079,10502,Hopewell,VA,"Hopewell, VA #10502",Jewelry Counter,Supercenter,75,312,Bosch,FLEXIDOME IP 5000i,BOS963984743,IR LEDs Burned Out,2025-09-19,Low,2025-10-12,No,0,Expiring Soon,34,Escalate Before Warranty Expires,-150
TKT-001291,CAM16120,3216,VIRGINIA BEACH,VA,"VIRGINIA BEACH, VA #3216",Front Entrance,Supercenter,75,289,Bosch,FLEXIDOME IP 3000i,BOS699759878,Lens Obstruction,2026-04-16,High,2026-04-19,No,0,Active,1073,Check RMA Eligibility,-150
TKT-001292,CAM40632,10060,Franklin,VA,"Franklin, VA #10060",Sales Floor Aisle 11-20,Supercenter,75,291,Hanwha,QNO-8080R,HAN830037357,Firmware Corruption,2024-12-10,Low,2024-12-20,No,0,Active,1328,Check RMA Eligibility,-150
TKT-001295,CAM53291,10111,Franklin,VA,"Franklin, VA #10111",Receiving Area,Supercenter,75,282,Hanwha,PNM-C16083RVQ,HAN761732357,Lens Obstruction,2025-11-05,Low,2025-12-03,No,0,Active,961,Check RMA Eligibility,-150
TKT-001297,CAM79056,10214,Virginia Beach,VA,"Virginia Beach, VA #10214",Restrooms Area,Supercenter,75,293,Axis,P3245-LVE,AXI190129038,Audio Failure,2025-09-17,Critical,2025-10-03,No,0,Active,197,Check RMA Eligibility,-150
TKT-001302,CAM62343,10147,Williamsburg,VA,"Williamsburg, VA #10147",Restrooms Area,Supercenter,75,508,Bosch,AUTODOME IP 5000i,BOS709594380,Network Connectivity Lost,2026-01-11,High,2026-01-21,No,0,Expiring Soon,17,Escalate Before Warranty Expires,-150
TKT-001315,CAM208879,10733,Farmville,VA,"Farmville, VA #10733",Customer Service,Supercenter,75,290,Axis,Q6155-E,AXI466950334,Cable Damage,2026-04-25,Critical,2026-05-05,Yes,2500,Active,153,Submit Warranty Claim,2350
TKT-001318,CAM20195,4064,VIRGINIA BEACH,VA,"VIRGINIA BEACH, VA #4064",Garden Center,Supercenter,75,289,Bosch,MIC IP fusion 9000i,BOS283984899,Zoom Malfunction,2025-05-27,High,2025-06-09,No,0,Active,1011,Check RMA Eligibility,-150
TKT-001325,CAM64299,10155,Glen Burnie,MD,"Glen Burnie, MD #10155",Parking Lot North,Supercenter,75,312,Axis,P1448-LE,AXI289153088,Zoom Malfunction,2025-12-24,Medium,2026-01-08,No,0,Active,796,Check RMA Eligibility,-150
TKT-001344,CAM147102,10486,Hanover,MD,"Hanover, MD #10486",Deli,Supercenter,75,508,Hanwha,XNF-8010RV,HAN522301296,Cable Damage,2026-03-10,High,2026-03-30,No,0,Active,663,Check RMA Eligibility,-150
TKT-001345,CAM2764,1486,FARMVILLE,VA,"FARMVILLE, VA #1486",Sales Floor Aisle 1-10,Supercenter,75,314,Bosch,AUTODOME IP 5000i,BOS770738389,Moisture Ingress,2025-11-15,High,2025-11-27,Yes,2500,Active,843,Submit Warranty Claim,2350
TKT-001349,CAM106674,10324,Catonsville,MD,"Catonsville, MD #10324",Grocery Section,Supercenter,75,293,Hanwha,QNO-8080R,HAN789074381,Cable Damage,2024-12-25,Low,2025-01-12,No,0,Active,203,Check RMA Eligibility,-150
TKT-001366,CAM158314,10531,Rosedale,MD,"Rosedale, MD #10531",Garden Center,Supercenter,75,508,Bosch,FLEXIDOME IP 5000i,BOS400751609,Lens Obstruction,2025-04-25,Medium,2025-04-30,No,0,Active,1266,Check RMA Eligibility,-150
TKT-001381,CAM24027,5488,NORFOLK,VA,"NORFOLK, VA #5488",Garden Center,Supercenter,75,289,Axis,Q6075-E,AXI387912341,Lens Obstruction,2025-01-02,Critical,2025-01-29,No,0,Active,1021,Check RMA Eligibility,-150
TKT-001383,CAM163240,10550,Baltimore,MD,"Baltimore, MD #10550",Parking Lot North,Supercenter,75,281,Axis,P3245-LVE,AXI388053598,Lens Obstruction,2026-03-08,Critical,2026-04-03,No,0,Expiring Soon,25,Escalate Before Warranty Expires,-150
TKT-001386,CAM151513,10504,Hampton,VA,"Hampton, VA #10504",Jewelry Counter,Supercenter,75,282,Bosch,AUTODOME IP 5000i,BOS734100779,Focus Issue,2025-03-14,Low,2025-04-02,Yes,2500,Active,461,Submit Warranty Claim,2350
TKT-001388,CAM204634,10716,Reisterstown,MD,"Reisterstown, MD #10716",Loading Dock,Supercenter,75,289,Bosch,DINION IP 7000 HD,BOS462401717,PTZ Motor Failure,2026-05-01,High,2026-05-28,No,0,Active,547,Check RMA Eligibility,-150
TKT-001393,CAM155187,10518,Dublin,VA,"Dublin, VA #10518",Deli,Supercenter,75,282,Bosch,MIC IP fusion 9000i,BOS505957500,Network Connectivity Lost,2025-02-17,Critical,2025-03-08,Yes,2500,Active,332,Submit Warranty Claim,2350
TKT-001399,CAM125768,10401,Woodbridge,VA,"Woodbridge, VA #10401",Emergency Exit West,Supercenter,75,291,Axis,Q6075-E,AXI631644003,Overheating,2024-11-18,High,2024-12-04,Yes,2500,Expiring Soon,4,Submit Warranty Claim,2350
TKT-001403,CAM109298,10335,Covington,VA,"Covington, VA #10335",Pharmacy,Supercenter,75,315,Hanwha,PNV-A9081R,HAN463352531,Overheating,2026-02-08,Low,2026-02-19,Yes,2500,Active,666,Submit Warranty Claim,2350
TKT-001406,CAM199254,10695,Abingdon,VA,"Abingdon, VA #10695",Sales Floor Aisle 1-10,Supercenter,75,291,Bosch,MIC IP fusion 9000i,BOS220701429,Cable Damage,2025-11-11,Medium,2025-11-21,No,0,Active,1350,Check RMA Eligibility,-150
TKT-001415,CAM188944,10653,Williamsburg,VA,"Williamsburg, VA #10653",Pharmacy,Supercenter,75,288,Bosch,FLEXIDOME IP 5000i,BOS804438571,Night Vision Failure,2025-04-23,Low,2025-05-02,Yes,2500,Active,345,Submit Warranty Claim,2350
TKT-001422,CAM75293,10199,Bristol,VA,"Bristol, VA #10199",Pharmacy,Supercenter,75,287,Hanwha,XNV-8080R,HAN555774235,Night Vision Failure,2026-01-10,Critical,2026-02-07,No,0,Active,1428,Check RMA Eligibility,-150
TKT-001423,CAM34280,10035,Pasadena,MD,"Pasadena, MD #10035",Bakery,Supercenter,75,289,Hanwha,QNO-8080R,HAN144291085,Network Connectivity Lost,2025-05-26,Low,2025-06-07,Yes,2500,Active,1231,Submit Warranty Claim,2350
TKT-001428,CAM197135,10686,Pulaski,VA,"Pulaski, VA #10686",Emergency Exit East,Supercenter,75,290,Axis,P3265-LVE,AXI242917295,Audio Failure,2026-02-03,Critical,2026-02-19,No,0,Active,935,Check RMA Eligibility,-150
TKT-001429,CAM135964,10441,Odenton,MD,"Odenton, MD #10441",Cash Registers,Supercenter,75,288,Hanwha,XNV-8080R,HAN970192697,PTZ Motor Failure,2026-04-09,Medium,2026-04-25,No,0,Active,597,Check RMA Eligibility,-150
TKT-001432,CAM196916,10685,Fairfax,VA,"Fairfax, VA #10685",Receiving Area,Supercenter,75,287,Bosch,FLEXIDOME IP 3000i,BOS320523180,Focus Issue,2025-09-24,Critical,2025-10-12,Yes,2500,Active,214,Submit Warranty Claim,2350
TKT-001437,CAM130955,10421,Covington,VA,"Covington, VA #10421",Emergency Exit West,Supercenter,75,289,Bosch,AUTODOME IP 5000i,BOS789022634,IR LEDs Burned Out,2025-02-26,Medium,2025-03-05,No,0,Active,1022,Check RMA Eligibility,-150
TKT-001438,CAM161680,10544,Alexandria,VA,"Alexandria, VA #10544",Deli,Supercenter,75,312,Bosch,FLEXIDOME IP 3000i,BOS728564945,Mounting Bracket Broken,2025-10-26,Critical,2025-11-05,No,0,Active,919,Check RMA Eligibility,-150
TKT-001444,CAM100654,10300,Alexandria,VA,"Alexandria, VA #10300",Break Room,Supercenter,75,288,Axis,M3067-P,AXI161136406,Image Quality Degraded,2024-12-25,Critical,2025-01-13,No,0,Active,777,Check RMA Eligibility,-150
TKT-001445,CAM175258,10599,Pulaski,VA,"Pulaski, VA #10599",Parking Lot South,Supercenter,75,281,Hanwha,PNM-C16083RVQ,HAN595245658,Mounting Bracket Broken,2025-09-20,High,2025-10-09,No,0,Active,719,Check RMA Eligibility,-150
TKT-001455,CAM129180,10414,Christiansburg,VA,"Christiansburg, VA #10414",Emergency Exit East,Supercenter,75,315,Hanwha,XND-6081RV,HAN819390626,Firmware Corruption,2025-01-18,Medium,2025-02-14,No,0,Active,723,Check RMA Eligibility,-150
TKT-001459,CAM155770,10521,Greenbelt,MD,"Greenbelt, MD #10521",Automotive Section,Supercenter,75,290,Axis,P3245-LVE,AXI334596784,Mounting Bracket Broken,2026-01-07,High,2026-01-08,No,0,Active,1240,Check RMA Eligibility,-150
TKT-001462,CAM115346,10359,Severn,MD,"Severn, MD #10359",Break Room,Supercenter,75,289,Bosch,MIC IP fusion 9000i,BOS762685121,Image Quality Degraded,2025-06-09,Medium,2025-07-03,Yes,2500,Active,181,Submit Warranty Claim,2350
TKT-001463,CAM201006,10702,Galax,VA,"Galax, VA #10702",Sales Floor Aisle 1-10,Supercenter,75,290,Hanwha,XNV-8080R,HAN425459283,SD Card Failure,2026-03-20,Medium,2026-03-23,Yes,2500,Active,942,Submit Warranty Claim,2350
TKT-001465,CAM196179,10682,Dublin,VA,"Dublin, VA #10682",Sales Floor Aisle 1-10,Supercenter,75,287,Axis,Q6075-E,AXI726539757,Mounting Bracket Broken,2025-03-22,Medium,2025-04-18,Yes,2500,Active,1175,Submit Warranty Claim,2350
TKT-001473,CAM87469,10247,Dublin,VA,"Dublin, VA #10247",Front Entrance,Supercenter,75,289,Hanwha,QNO-8080R,HAN174540185,Power Failure,2025-04-10,High,2025-05-06,No,0,Active,154,Check RMA Eligibility,-150
TKT-001476,CAM107878,10329,Owings Mills,MD,"Owings Mills, MD #10329",Rear Entrance,Supercenter,75,287,Bosch,AUTODOME IP 5000i,BOS778909164,No Video Signal,2025-12-12,Low,2026-01-02,No,0,Active,511,Check RMA Eligibility,-150
TKT-001479,CAM152711,10508,Lynchburg,VA,"Lynchburg, VA #10508",Loading Dock,Supercenter,75,312,Axis,M3116-LVE,AXI125781616,Lightning Strike,2025-04-13,High,2025-05-10,Yes,2500,Active,896,Submit Warranty Claim,2350
TKT-001480,CAM172126,10586,Franklin,VA,"Franklin, VA #10586",Office Area,Supercenter,75,289,Axis,M3046-V,AXI139807863,PTZ Motor Failure,2025-11-23,High,2025-12-10,Yes,2500,Active,648,Submit Warranty Claim,2350
TKT-001483,CAM213003,10750,Hanover,MD,"Hanover, MD #10750",Stockroom,Supercenter,75,290,Axis,M3046-V,AXI992278715,No Video Signal,2025-08-29,High,2025-09-18,No,0,Active,1293,Check RMA Eligibility,-150
TKT-001488,CAM28772,10013,Charlottesville,VA,"Charlottesville, VA #10013",Emergency Exit West,Supercenter,75,288,Axis,Q6075-E,AXI392137072,Cable Damage,2025-11-21,Low,2025-11-24,No,0,Active,193,Check RMA Eligibility,-150
TKT-001500,CAM111271,10343,Salem,VA,"Salem, VA #10343",Restrooms Area,Supercenter,75,314,Hanwha,PNV-A9081R,HAN159547977,Firmware Corruption,2026-02-27,Critical,2026-03-25,No,0,Active,743,Check RMA Eligibility,-150
TKT-001501,CAM130436,10419,Abingdon,VA,"Abingdon, VA #10419",Restrooms Area,Supercenter,75,282,Hanwha,PNM-9085RQZ,HAN464597584,Zoom Malfunction,2025-01-08,Medium,2025-02-03,No,0,Active,1200,Check RMA Eligibility,-150
TKT-001504,CAM114999,10357,Emporia,VA,"Emporia, VA #10357",Emergency Exit West,Supercenter,75,315,Hanwha,XND-6081RV,HAN502632491,Physical Damage,2026-02-28,Medium,2026-03-10,No,0,Active,764,Check RMA Eligibility,-150
TKT-001507,CAM76867,10205,Dublin,VA,"Dublin, VA #10205",Loading Dock,Supercenter,75,281,Bosch,MIC IP fusion 9000i,BOS966234608,Overheating,2025-05-16,High,2025-06-10,No,0,Active,1279,Check RMA Eligibility,-150
TKT-001524,CAM141574,10464,Richmond,VA,"Richmond, VA #10464",Roof Perimeter,Supercenter,75,314,Bosch,AUTODOME IP 5000i,BOS730656187,Focus Issue,2025-10-23,High,2025-11-04,No,0,Active,612,Check RMA Eligibility,-150
TKT-001525,CAM60749,10140,Smithfield,VA,"Smithfield, VA #10140",Self-Checkout,Supercenter,75,289,Axis,P3245-LVE,AXI607165528,Overheating,2026-01-23,Low,2026-01-27,No,0,Active,854,Check RMA Eligibility,-150
TKT-001534,CAM212659,10748,Elkridge,MD,"Elkridge, MD #10748",Customer Service,Supercenter,75,312,Bosch,DINION IP starlight 8000,BOS877950250,Physical Damage,2026-04-11,Medium,2026-05-05,Yes,2500,Active,1133,Submit Warranty Claim,2350
TKT-001542,CAM163341,10551,Pasadena,MD,"Pasadena, MD #10551",Front Entrance,Supercenter,75,287,Hanwha,PNM-C16083RVQ,HAN845987624,PTZ Motor Failure,2025-12-02,Critical,2026-01-01,Yes,2500,Active,861,Submit Warranty Claim,2350
TKT-001544,CAM120119,10378,Chesapeake,VA,"Chesapeake, VA #10378",Jewelry Counter,Supercenter,75,291,Hanwha,QNO-8080R,HAN708827133,Lens Obstruction,2026-03-03,Medium,2026-03-04,No,0,Active,447,Check RMA Eligibility,-150
TKT-001550,CAM153488,10511,Randallstown,MD,"Randallstown, MD #10511",Parking Lot North,Supercenter,75,293,Hanwha,PNV-A9081R,HAN587487937,Physical Damage,2026-03-23,High,2026-04-05,No,0,Active,110,Check RMA Eligibility,-150
TKT-001552,CAM29637,10016,Manassas,VA,"Manassas, VA #10016",Jewelry Counter,Supercenter,75,290,Bosch,FLEXIDOME IP 3000i,BOS924766103,Image Quality Degraded,2025-12-30,High,2026-01-20,No,0,Active,987,Check RMA Eligibility,-150
TKT-001558,CAM107540,10328,Odenton,MD,"Odenton, MD #10328",Sales Floor Aisle 1-10,Supercenter,75,282,Hanwha,XND-6081RV,HAN605498643,No Video Signal,2025-07-07,High,2025-07-20,Yes,2500,Active,1220,Submit Warranty Claim,2350
TKT-001562,CAM3962,1652,DUBLIN,VA,"DUBLIN, VA #1652",Sales Floor Aisle 1-10,Supercenter,75,312,Axis,M3067-P,AXI544338175,Lens Obstruction,2025-02-05,Low,2025-02-23,Yes,2500,Active,716,Submit Warranty Claim,2350
TKT-001563,CAM27068,10006,Staunton,VA,"Staunton, VA #10006",Roof Perimeter,Supercenter,75,291,Bosch,MIC IP fusion 9000i,BOS199176157,Moisture Ingress,2025-11-05,Critical,2025-11-23,Yes,2500,Active,1434,Submit Warranty Claim,2350
TKT-001568,CAM15105,2821,RICHMOND,VA,"RICHMOND, VA #2821",Customer Service,Supercenter,75,290,Axis,P3265-LVE,AXI535096663,Zoom Malfunction,2025-04-21,High,2025-05-11,No,0,Active,1417,Check RMA Eligibility,-150
TKT-001573,CAM202081,10706,Alexandria,VA,"Alexandria, VA #10706",Grocery Section,Supercenter,75,281,Axis,Q6155-E,AXI569203992,Lightning Strike,2025-03-17,Low,2025-03-18,No,0,Active,387,Check RMA Eligibility,-150
TKT-001577,CAM158781,10533,Martinsville,VA,"Martinsville, VA #10533",Emergency Exit West,Supercenter,75,282,Bosch,FLEXIDOME IP 5000i,BOS440913935,Lightning Strike,2024-11-15,Critical,2024-12-13,No,0,Active,575,Check RMA Eligibility,-150
TKT-001581,CAM170616,10580,Oxon Hill,MD,"Oxon Hill, MD #10580",Break Room,Supercenter,75,290,Axis,P3265-LVE,AXI509661817,Video Artifacts,2026-03-15,High,2026-03-28,Yes,2500,Active,828,Submit Warranty Claim,2350
TKT-001584,CAM167097,10566,Baltimore,MD,"Baltimore, MD #10566",Self-Checkout,Supercenter,75,288,Hanwha,XND-6081RV,HAN509103665,Night Vision Failure,2026-05-05,Medium,2026-05-09,No,0,Active,370,Check RMA Eligibility,-150
TKT-001585,CAM95926,10281,Perry Hall,MD,"Perry Hall, MD #10281",Loading Dock,Supercenter,75,281,Bosch,MIC IP fusion 9000i,BOS757785365,IR LEDs Burned Out,2025-09-02,High,2025-09-07,No,0,Expiring Soon,33,Escalate Before Warranty Expires,-150
TKT-001586,CAM98535,10292,Hampton,VA,"Hampton, VA #10292",Front Entrance,Supercenter,75,287,Axis,Q6075-E,AXI103746069,Physical Damage,2026-04-09,Critical,2026-05-07,No,0,Active,851,Check RMA Eligibility,-150
TKT-001589,CAM121671,10384,Bedford,VA,"Bedford, VA #10384",Receiving Area,Supercenter,75,314,Axis,Q6075-E,AXI969169772,Network Connectivity Lost,2025-09-06,High,2025-09-12,No,0,Active,776,Check RMA Eligibility,-150
TKT-001592,CAM144917,10477,Westminster,MD,"Westminster, MD #10477",Pharmacy,Supercenter,75,312,Bosch,DINION IP 7000 HD,BOS722590085,PTZ Motor Failure,2025-09-08,High,2025-09-14,No,0,Active,626,Check RMA Eligibility,-150
TKT-001594,CAM110690,10340,Suffolk,VA,"Suffolk, VA #10340",Pharmacy,Supercenter,75,289,Hanwha,PNV-A9081R,HAN599365478,Zoom Malfunction,2025-01-15,Medium,2025-01-19,No,0,Active,97,Check RMA Eligibility,-150
